id	category	domain	seconds	trim_start	provider	creator	license	license_url	source_page	download_url
lagos_market	Lagos market soundscape	human	18	3	Wikimedia Commons	Emeka Ogboh	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0/	https://commons.wikimedia.org/wiki/File:Idumota_Market_(Emeka_Ogboh).ogg	https://upload.wikimedia.org/wikipedia/commons/a/a8/Idumota_Market_%28Emeka_Ogboh%29.ogg
forest_ambience	forest birds and insects	natural	20	4	BigSoundBank	Joseph Sardin	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/forest-s0100.html	https://bigsoundbank.com/UPLOAD/mp3/0100.mp3
waterfall	mini waterfall field recording	natural	22	2	BigSoundBank	Joseph Sardin	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/mini-waterfall-s0996.html	https://bigsoundbank.com/UPLOAD/mp3/0996.mp3
paris_night	Paris night city ambience	urban	24	3	BigSoundBank	Joseph Sardin	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/paris-by-night-s0680.html	https://bigsoundbank.com/UPLOAD/mp3/0680.mp3
nasa_walkout	Artemis crew walkout ambience	aerospace	26	1	NASA	NASA	NASA Media Usage Guidelines	https://www.nasa.gov/nasa-brand-center/images-and-media/	https://www.nasa.gov/artemisaudio/	https://www.nasa.gov/wp-content/uploads/2026/01/artemis-ii-launch-crew-walkout.mp3
nasa_liftoff	Artemis liftoff ambience	industrial	28	2	NASA	NASA	NASA Media Usage Guidelines	https://www.nasa.gov/nasa-brand-center/images-and-media/	https://www.nasa.gov/artemisaudio/	https://www.nasa.gov/wp-content/uploads/2026/01/artemis-ii-launch-liftoff-extended-version.mp3
nasa_splashdown	Artemis splashdown ambience	aerospace	30	3	NASA	NASA	NASA Media Usage Guidelines	https://www.nasa.gov/nasa-brand-center/images-and-media/	https://www.nasa.gov/artemisaudio/	https://www.nasa.gov/wp-content/uploads/2026/01/artemis-ii-splashdown-extended.mp3
nasa_rollout	Artemis rollout machinery ambience	industrial	30	5	NASA	NASA	NASA Media Usage Guidelines	https://www.nasa.gov/nasa-brand-center/images-and-media/	https://www.nasa.gov/artemisaudio/	https://www.nasa.gov/wp-content/uploads/2026/01/artemis-rollout.wav
roadworks_long	roadworks with heavy machinery	industrial	31	5	BigSoundBank	Joseph Sardin	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/roadworks-1-s0631.html	https://bigsoundbank.com/UPLOAD/mp3/0631.mp3
urban_works_long	indoor urban construction site	industrial	32	8	BigSoundBank	Axeline T.	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/urban-works-1-s3526.html	https://bigsoundbank.com/UPLOAD/mp3/3526.mp3
roadworks_saw_long	roadworks cutting machinery	industrial	33	10	BigSoundBank	Joseph Sardin	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/roadworks-4-s1637.html	https://bigsoundbank.com/UPLOAD/mp3/1637.mp3
highway_long	highway traffic bed	industrial	34	12	BigSoundBank	Joseph Sardin	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/highway-s0122.html	https://bigsoundbank.com/UPLOAD/mp3/0122.mp3
street_roads_long	street and road traffic	industrial	35	15	BigSoundBank	Joseph Sardin	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/street-and-roads-s0608.html	https://bigsoundbank.com/UPLOAD/mp3/0608.mp3
st_lazare_station_long	busy railway station concourse	industrial	36	20	BigSoundBank	Joseph Sardin	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/soundscape-at-st-lazare-station-s3029.html	https://bigsoundbank.com/UPLOAD/mp3/3029.mp3
gare_du_nord_long	railway platform and trains	industrial	37	12	BigSoundBank	Joseph Sardin	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/dock-gare-du-nord-paris-s0647.html	https://bigsoundbank.com/UPLOAD/mp3/0647.mp3
underground_parking_long	underground parking ventilation and vehicles	industrial	38	25	BigSoundBank	Joseph Sardin	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/underground-parking-s0604.html	https://bigsoundbank.com/UPLOAD/mp3/0604.mp3
printing_press_long	Heidelberg printing press	industrial	39	10	BigSoundBank	Mireille B.	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/heidelberg-printing-press-7-s3410.html	https://bigsoundbank.com/UPLOAD/mp3/3410.mp3
beer_compressor_long	beer cellar compressor	industrial	40	5	BigSoundBank	Joseph Sardin	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/beer-compressor-1-s3091.html	https://bigsoundbank.com/UPLOAD/mp3/3091.mp3
wind_turbine_long	wind turbine mechanical drone	industrial	41	12	BigSoundBank	Joseph Sardin & Axeline T.	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/wind-turbine-5-s3226.html	https://bigsoundbank.com/UPLOAD/mp3/3226.mp3
wind_turbine_contact_long	contact-mic wind turbine resonance	industrial	42	8	BigSoundBank	Joseph Sardin & Axeline T.	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/wind-turbine-contact-1-s3224.html	https://bigsoundbank.com/UPLOAD/mp3/3224.mp3
forest_stream_long	forest and running stream	natural	43	20	BigSoundBank	Pierre Sibanarco	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/forest-and-stream-1-s2713.html	https://bigsoundbank.com/UPLOAD/mp3/2713.mp3
forest_edge_long	forest edge birds and wind	natural	44	35	BigSoundBank	Joseph Sardin	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/forest-on-the-edge-s0905.html	https://bigsoundbank.com/UPLOAD/mp3/0905.mp3
sea_terns_long	sea waves with tern calls	natural	45	5	BigSoundBank	Denis Chardonnet	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/sea-waves-and-seagulls-s0267.html	https://bigsoundbank.com/UPLOAD/mp3/0267.mp3
beach_froth_long	small beach waves and froth	natural	46	12	BigSoundBank	Joseph Sardin	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/small-waves-froth-and-beach-s1447.html	https://bigsoundbank.com/UPLOAD/mp3/1447.mp3
countryside_night_long	nocturnal countryside insects	natural	47	30	BigSoundBank	Joseph Sardin	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/campaign-at-night-4-s1880.html	https://bigsoundbank.com/UPLOAD/mp3/1880.mp3
birds_waking_long	morning bird chorus	natural	48	25	BigSoundBank	Joseph Sardin	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/wake-birds-3-s0999.html	https://bigsoundbank.com/UPLOAD/mp3/0999.mp3
outdoor_market_long	outdoor market crowd	human	49	20	BigSoundBank	Joseph Sardin	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/outdoor-market-1-s2728.html	https://bigsoundbank.com/UPLOAD/mp3/2728.mp3
bar_atmosphere_long	busy bar atmosphere	human	50	10	BigSoundBank	David Greck	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/atmosphere-bar-2-s0480.html	https://bigsoundbank.com/UPLOAD/mp3/0480.mp3
chambord_castle_long	vaulted castle public room	architectural	51	15	BigSoundBank	Joseph Sardin & Axeline T.	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/chambord-castle-france-3-s3433.html	https://bigsoundbank.com/UPLOAD/mp3/3433.mp3
sheep_cows_long	pasture flock of sheep and cows	natural	52	10	BigSoundBank	Joseph Sardin & Axeline T.	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/flock-sheep-and-cows-s3220.html	https://bigsoundbank.com/UPLOAD/mp3/3220.mp3
harbor_gulls_long	harbor gull colony	nautical	53	10	BigSoundBank	Joseph Sardin	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/gulls-on-the-harbor-s2573.html	https://bigsoundbank.com/UPLOAD/mp3/2573.mp3
aubervilliers_street_long	dense Aubervilliers street soundscape	urban	54	30	BigSoundBank	Joseph Sardin	CC0	https://bigsoundbank.com/licenses.html	https://bigsoundbank.com/rue-d-aubervilliers-s2722.html	https://bigsoundbank.com/UPLOAD/mp3/2722.mp3
